RUN	Model25PHigh	model25phigh	1612215145494	 	3.3.1
USER	Client 9 attacks server 4 at address localhost:8084 looking for resource 21 with intensity 15	394	START	1612215146740	1612215146740
USER	Client 9 attacks server 4 at address localhost:8084 looking for resource 21 with intensity 15	399	START	1612215146740	1612215146740
USER	Client 9 attacks server 4 at address localhost:8084 looking for resource 21 with intensity 15	395	START	1612215146740	1612215146740
USER	Client 9 attacks server 4 at address localhost:8084 looking for resource 21 with intensity 15	396	START	1612215146740	1612215146740
USER	Client 9 attacks server 4 at address localhost:8084 looking for resource 21 with intensity 15	397	START	1612215146740	1612215146740
USER	Client 9 attacks server 4 at address localhost:8084 looking for resource 21 with intensity 15	398	START	1612215146740	1612215146740
USER	Client 9 attacks server 4 at address localhost:8084 looking for resource 21 with intensity 15	401	START	1612215146740	1612215146740
USER	Client 9 attacks server 4 at address localhost:8084 looking for resource 21 with intensity 15	402	START	1612215146740	1612215146740
USER	Client 9 attacks server 4 at address localhost:8084 looking for resource 21 with intensity 15	400	START	1612215146740	1612215146740
USER	Client 9 attacks server 4 at address localhost:8084 looking for resource 21 with intensity 15	404	START	1612215146740	1612215146740
USER	Client 9 attacks server 4 at address localhost:8084 looking for resource 21 with intensity 15	403	START	1612215146740	1612215146740
USER	Client 9 attacks server 4 at address localhost:8084 looking for resource 21 with intensity 15	405	START	1612215146740	1612215146740
USER	Client 9 attacks server 4 at address localhost:8084 looking for resource 21 with intensity 15	406	START	1612215146740	1612215146740
USER	Client 9 attacks server 4 at address localhost:8084 looking for resource 21 with intensity 15	407	START	1612215146740	1612215146740
USER	Client 2 attacks server 1 at address localhost:8081 looking for resource 17 with intensity 1	408	START	1612215146740	1612215146740
USER	Client 3 attacks server 1 at address localhost:8081 looking for resource 23 with intensity 5	409	START	1612215146740	1612215146740
USER	Client 3 attacks server 1 at address localhost:8081 looking for resource 23 with intensity 5	412	START	1612215146740	1612215146740
USER	Client 3 attacks server 1 at address localhost:8081 looking for resource 23 with intensity 5	413	START	1612215146740	1612215146740
USER	Client 3 attacks server 1 at address localhost:8081 looking for resource 23 with intensity 5	410	START	1612215146740	1612215146740
USER	Client 1 attacks server 0 at address localhost:8080 looking for resource 21 with intensity 15	283	START	1612215146735	1612215146735
USER	Client 1 attacks server 0 at address localhost:8080 looking for resource 22 with intensity 15	414	START	1612215146740	1612215146740
USER	Client 1 attacks server 0 at address localhost:8080 looking for resource 22 with intensity 15	415	START	1612215146740	1612215146740
USER	Client 1 attacks server 0 at address localhost:8080 looking for resource 22 with intensity 15	416	START	1612215146740	1612215146740
USER	Client 1 attacks server 0 at address localhost:8080 looking for resource 22 with intensity 15	417	START	1612215146740	1612215146740
USER	Client 1 attacks server 0 at address localhost:8080 looking for resource 22 with intensity 15	418	START	1612215146741	1612215146741
USER	Client 1 attacks server 0 at address localhost:8080 looking for resource 22 with intensity 15	419	START	1612215146741	1612215146741
USER	Client 1 attacks server 0 at address localhost:8080 looking for resource 22 with intensity 15	420	START	1612215146741	1612215146741
USER	Client 1 attacks server 0 at address localhost:8080 looking for resource 22 with intensity 15	423	START	1612215146741	1612215146741
USER	Client 1 attacks server 0 at address localhost:8080 looking for resource 22 with intensity 15	425	START	1612215146741	1612215146741
USER	Client 1 attacks server 0 at address localhost:8080 looking for resource 22 with intensity 15	424	START	1612215146741	1612215146741
USER	Client 1 attacks server 0 at address localhost:8080 looking for resource 22 with intensity 15	421	START	1612215146741	1612215146741
USER	Client 1 attacks server 0 at address localhost:8080 looking for resource 22 with intensity 15	422	START	1612215146741	1612215146741
USER	Client 1 attacks server 0 at address localhost:8080 looking for resource 22 with intensity 15	426	START	1612215146741	1612215146741
USER	Client 1 attacks server 0 at address localhost:8080 looking for resource 22 with intensity 15	427	START	1612215146741	1612215146741
USER	Client 1 attacks server 0 at address localhost:8080 looking for resource 22 with intensity 15	428	START	1612215146741	1612215146741
USER	Client 8 attacks server 4 at address localhost:8084 looking for resource 22 with intensity 15	38	START	1612215146678	1612215146678
USER	Client 0 attacks server 0 at address localhost:8080 looking for resource 23 with intensity 5	429	START	1612215146741	1612215146741
USER	Client 0 attacks server 0 at address localhost:8080 looking for resource 23 with intensity 5	430	START	1612215146741	1612215146741
USER	Client 0 attacks server 0 at address localhost:8080 looking for resource 23 with intensity 5	431	START	1612215146741	1612215146741
USER	Client 0 attacks server 0 at address localhost:8080 looking for resource 23 with intensity 5	432	START	1612215146741	1612215146741
USER	Client 3 attacks server 1 at address localhost:8081 looking for resource 22 with intensity 15	380	START	1612215146739	1612215146739
USER	Client 9 attacks server 4 at address localhost:8084 looking for resource 23 with intensity 5	436	START	1612215146741	1612215146741
USER	Client 9 attacks server 4 at address localhost:8084 looking for resource 23 with intensity 5	435	START	1612215146741	1612215146741
USER	Client 3 attacks server 1 at address localhost:8081 looking for resource 23 with intensity 5	411	START	1612215146740	1612215146740
USER	Client 9 attacks server 4 at address localhost:8084 looking for resource 23 with intensity 5	439	START	1612215146741	1612215146741
USER	Client 7 attacks server 3 at address localhost:8083 looking for resource 12 with intensity 1	440	START	1612215146741	1612215146741
USER	Client 9 attacks server 4 at address localhost:8084 looking for resource 23 with intensity 5	438	START	1612215146741	1612215146741
USER	Client 1 attacks server 0 at address localhost:8080 looking for resource 21 with intensity 15	275	START	1612215146734	1612215146734
USER	Client 4 attacks server 1 at address localhost:8081 looking for resource 21 with intensity 15	442	START	1612215146741	1612215146741
USER	Client 4 attacks server 1 at address localhost:8081 looking for resource 21 with intensity 15	441	START	1612215146741	1612215146741
USER	Client 9 attacks server 4 at address localhost:8084 looking for resource 23 with intensity 5	437	START	1612215146741	1612215146741
USER	Client 4 attacks server 1 at address localhost:8081 looking for resource 21 with intensity 15	443	START	1612215146741	1612215146741
USER	Client 4 attacks server 1 at address localhost:8081 looking for resource 21 with intensity 15	444	START	1612215146741	1612215146741
USER	Client 4 attacks server 1 at address localhost:8081 looking for resource 21 with intensity 15	445	START	1612215146742	1612215146742
USER	Client 4 attacks server 1 at address localhost:8081 looking for resource 21 with intensity 15	447	START	1612215146742	1612215146742
USER	Client 4 attacks server 1 at address localhost:8081 looking for resource 21 with intensity 15	448	START	1612215146742	1612215146742
USER	Client 4 attacks server 1 at address localhost:8081 looking for resource 21 with intensity 15	446	START	1612215146742	1612215146742
USER	Client 4 attacks server 1 at address localhost:8081 looking for resource 21 with intensity 15	451	START	1612215146742	1612215146742
USER	Client 4 attacks server 1 at address localhost:8081 looking for resource 21 with intensity 15	452	START	1612215146742	1612215146742
USER	Client 4 attacks server 1 at address localhost:8081 looking for resource 21 with intensity 15	450	START	1612215146742	1612215146742
USER	Client 4 attacks server 1 at address localhost:8081 looking for resource 21 with intensity 15	453	START	1612215146742	1612215146742
USER	Client 4 attacks server 1 at address localhost:8081 looking for resource 21 with intensity 15	449	START	1612215146742	1612215146742
USER	Client 4 attacks server 1 at address localhost:8081 looking for resource 21 with intensity 15	455	START	1612215146742	1612215146742
USER	Client 0 attacks server 0 at address localhost:8080 looking for resource 20 with intensity 15	456	START	1612215146742	1612215146742
USER	Client 4 attacks server 1 at address localhost:8081 looking for resource 21 with intensity 15	454	START	1612215146742	1612215146742
USER	Client 0 attacks server 0 at address localhost:8080 looking for resource 20 with intensity 15	457	START	1612215146742	1612215146742
USER	Client 0 attacks server 0 at address localhost:8080 looking for resource 20 with intensity 15	458	START	1612215146742	1612215146742
USER	Client 0 attacks server 0 at address localhost:8080 looking for resource 20 with intensity 15	459	START	1612215146742	1612215146742
USER	Client 0 attacks server 0 at address localhost:8080 looking for resource 20 with intensity 15	460	START	1612215146742	1612215146742
USER	Client 0 attacks server 0 at address localhost:8080 looking for resource 20 with intensity 15	461	START	1612215146742	1612215146742
USER	Client 0 attacks server 0 at address localhost:8080 looking for resource 20 with intensity 15	462	START	1612215146742	1612215146742
USER	Client 0 attacks server 0 at address localhost:8080 looking for resource 20 with intensity 15	463	START	1612215146742	1612215146742
USER	Client 0 attacks server 0 at address localhost:8080 looking for resource 20 with intensity 15	464	START	1612215146742	1612215146742
USER	Client 0 attacks server 0 at address localhost:8080 looking for resource 20 with intensity 15	465	START	1612215146742	1612215146742
USER	Client 0 attacks server 0 at address localhost:8080 looking for resource 20 with intensity 15	466	START	1612215146742	1612215146742
USER	Client 0 attacks server 0 at address localhost:8080 looking for resource 20 with intensity 15	468	START	1612215146742	1612215146742
USER	Client 0 attacks server 0 at address localhost:8080 looking for resource 20 with intensity 15	470	START	1612215146742	1612215146742
USER	Client 0 attacks server 0 at address localhost:8080 looking for resource 20 with intensity 15	467	START	1612215146742	1612215146742
USER	Client 0 attacks server 0 at address localhost:8080 looking for resource 20 with intensity 15	469	START	1612215146742	1612215146742
USER	Client 6 attacks server 3 at address localhost:8083 looking for resource 23 with intensity 5	471	START	1612215146742	1612215146742
USER	Client 6 attacks server 3 at address localhost:8083 looking for resource 23 with intensity 5	472	START	1612215146742	1612215146742
USER	Client 6 attacks server 3 at address localhost:8083 looking for resource 23 with intensity 5	473	START	1612215146742	1612215146742
USER	Client 6 attacks server 3 at address localhost:8083 looking for resource 23 with intensity 5	474	START	1612215146743	1612215146743
USER	Client 6 attacks server 3 at address localhost:8083 looking for resource 23 with intensity 5	475	START	1612215146743	1612215146743
USER	Client 4 attacks server 1 at address localhost:8081 looking for resource 23 with intensity 5	476	START	1612215146743	1612215146743
USER	Client 4 attacks server 1 at address localhost:8081 looking for resource 23 with intensity 5	478	START	1612215146743	1612215146743
USER	Client 4 attacks server 1 at address localhost:8081 looking for resource 23 with intensity 5	477	START	1612215146743	1612215146743
USER	Client 4 attacks server 1 at address localhost:8081 looking for resource 23 with intensity 5	479	START	1612215146743	1612215146743
USER	Client 4 attacks server 1 at address localhost:8081 looking for resource 23 with intensity 5	480	START	1612215146743	1612215146743
USER	Client 9 attacks server 4 at address localhost:8084 looking for resource 20 with intensity 15	482	START	1612215146743	1612215146743
USER	Client 9 attacks server 4 at address localhost:8084 looking for resource 20 with intensity 15	481	START	1612215146743	1612215146743
USER	Client 9 attacks server 4 at address localhost:8084 looking for resource 20 with intensity 15	483	START	1612215146743	1612215146743
USER	Client 9 attacks server 4 at address localhost:8084 looking for resource 20 with intensity 15	485	START	1612215146743	1612215146743
USER	Client 9 attacks server 4 at address localhost:8084 looking for resource 20 with intensity 15	484	START	1612215146743	1612215146743
USER	Client 9 attacks server 4 at address localhost:8084 looking for resource 20 with intensity 15	486	START	1612215146743	1612215146743
USER	Client 9 attacks server 4 at address localhost:8084 looking for resource 20 with intensity 15	488	START	1612215146743	1612215146743
USER	Client 9 attacks server 4 at address localhost:8084 looking for resource 20 with intensity 15	487	START	1612215146743	1612215146743
USER	Client 9 attacks server 4 at address localhost:8084 looking for resource 20 with intensity 15	489	START	1612215146743	1612215146743
USER	Client 9 attacks server 4 at address localhost:8084 looking for resource 20 with intensity 15	490	START	1612215146743	1612215146743
USER	Client 9 attacks server 4 at address localhost:8084 looking for resource 20 with intensity 15	491	START	1612215146743	1612215146743
USER	Client 9 attacks server 4 at address localhost:8084 looking for resource 20 with intensity 15	493	START	1612215146743	1612215146743
USER	Client 9 attacks server 4 at address localhost:8084 looking for resource 20 with intensity 15	492	START	1612215146743	1612215146743
USER	Client 9 attacks server 4 at address localhost:8084 looking for resource 20 with intensity 15	495	START	1612215146743	1612215146743
USER	Client 7 attacks server 3 at address localhost:8083 looking for resource 20 with intensity 15	496	START	1612215146743	1612215146743
USER	Client 9 attacks server 4 at address localhost:8084 looking for resource 20 with intensity 15	494	START	1612215146743	1612215146743
USER	Client 7 attacks server 3 at address localhost:8083 looking for resource 20 with intensity 15	497	START	1612215146743	1612215146743
USER	Client 7 attacks server 3 at address localhost:8083 looking for resource 20 with intensity 15	498	START	1612215146743	1612215146743
USER	Client 7 attacks server 3 at address localhost:8083 looking for resource 20 with intensity 15	499	START	1612215146743	1612215146743
USER	Client 7 attacks server 3 at address localhost:8083 looking for resource 20 with intensity 15	501	START	1612215146743	1612215146743
USER	Client 7 attacks server 3 at address localhost:8083 looking for resource 20 with intensity 15	500	START	1612215146743	1612215146743
USER	Client 7 attacks server 3 at address localhost:8083 looking for resource 20 with intensity 15	502	START	1612215146743	1612215146743
USER	Client 7 attacks server 3 at address localhost:8083 looking for resource 20 with intensity 15	503	START	1612215146743	1612215146743
USER	Client 7 attacks server 3 at address localhost:8083 looking for resource 20 with intensity 15	505	START	1612215146743	1612215146743
USER	Client 7 attacks server 3 at address localhost:8083 looking for resource 20 with intensity 15	508	START	1612215146743	1612215146743
USER	Client 7 attacks server 3 at address localhost:8083 looking for resource 20 with intensity 15	506	START	1612215146743	1612215146743
USER	Client 7 attacks server 3 at address localhost:8083 looking for resource 20 with intensity 15	507	START	1612215146743	1612215146743
USER	Client 7 attacks server 3 at address localhost:8083 looking for resource 20 with intensity 15	509	START	1612215146744	1612215146744
USER	Client 7 attacks server 3 at address localhost:8083 looking for resource 20 with intensity 15	510	START	1612215146744	1612215146744
USER	Client 8 attacks server 4 at address localhost:8084 looking for resource 1 with intensity 1	512	START	1612215146744	1612215146744
USER	Client 8 attacks server 4 at address localhost:8084 looking for resource 11 with intensity 1	511	START	1612215146744	1612215146744
USER	Client 4 attacks server 1 at address localhost:8081 looking for resource 24 with intensity 3	513	START	1612215146744	1612215146744
USER	Client 4 attacks server 1 at address localhost:8081 looking for resource 24 with intensity 3	514	START	1612215146744	1612215146744
USER	Client 4 attacks server 1 at address localhost:8081 looking for resource 24 with intensity 3	515	START	1612215146744	1612215146744
USER	Client 5 attacks server 2 at address localhost:8082 looking for resource 24 with intensity 3	516	START	1612215146744	1612215146744
USER	Client 4 attacks server 1 at address localhost:8081 looking for resource 15 with intensity 1	271	START	1612215146734	1612215146734
USER	Client 6 attacks server 3 at address localhost:8083 looking for resource 21 with intensity 15	239	START	1612215146733	1612215146733
USER	Client 5 attacks server 2 at address localhost:8082 looking for resource 24 with intensity 3	517	START	1612215146744	1612215146744
USER	Client 5 attacks server 2 at address localhost:8082 looking for resource 22 with intensity 15	519	START	1612215146744	1612215146744
USER	Client 5 attacks server 2 at address localhost:8082 looking for resource 22 with intensity 15	520	START	1612215146744	1612215146744
USER	Client 5 attacks server 2 at address localhost:8082 looking for resource 24 with intensity 3	518	START	1612215146744	1612215146744
USER	Client 5 attacks server 2 at address localhost:8082 looking for resource 22 with intensity 15	523	START	1612215146744	1612215146744
USER	Client 5 attacks server 2 at address localhost:8082 looking for resource 22 with intensity 15	522	START	1612215146744	1612215146744
USER	Client 5 attacks server 2 at address localhost:8082 looking for resource 22 with intensity 15	525	START	1612215146744	1612215146744
USER	Client 5 attacks server 2 at address localhost:8082 looking for resource 22 with intensity 15	528	START	1612215146744	1612215146744
USER	Client 5 attacks server 2 at address localhost:8082 looking for resource 22 with intensity 15	526	START	1612215146744	1612215146744
USER	Client 5 attacks server 2 at address localhost:8082 looking for resource 22 with intensity 15	527	START	1612215146744	1612215146744
USER	Client 1 attacks server 0 at address localhost:8080 looking for resource 21 with intensity 15	272	START	1612215146734	1612215146734
USER	Client 5 attacks server 2 at address localhost:8082 looking for resource 22 with intensity 15	532	START	1612215146744	1612215146744
USER	Client 4 attacks server 1 at address localhost:8081 looking for resource 22 with intensity 15	149	START	1612215146729	1612215146729
USER	Client 4 attacks server 1 at address localhost:8081 looking for resource 22 with intensity 15	148	START	1612215146729	1612215146729
USER	Client 8 attacks server 4 at address localhost:8084 looking for resource 22 with intensity 15	40	START	1612215146683	1612215146683
USER	Client 5 attacks server 2 at address localhost:8082 looking for resource 22 with intensity 15	533	START	1612215146744	1612215146744
USER	Client 4 attacks server 1 at address localhost:8081 looking for resource 22 with intensity 15	146	START	1612215146729	1612215146729
USER	Client 3 attacks server 1 at address localhost:8081 looking for resource 16 with intensity 1	150	START	1612215146729	1612215146729
USER	Client 7 attacks server 3 at address localhost:8083 looking for resource 24 with intensity 3	17	START	1612215146668	1612215146668
USER	Client 4 attacks server 1 at address localhost:8081 looking for resource 22 with intensity 15	143	START	1612215146729	1612215146729
USER	Client 4 attacks server 1 at address localhost:8081 looking for resource 22 with intensity 15	139	START	1612215146729	1612215146729
USER	Client 8 attacks server 4 at address localhost:8084 looking for resource 22 with intensity 15	28	START	1612215146671	1612215146671
USER	Client 5 attacks server 2 at address localhost:8082 looking for resource 22 with intensity 15	524	START	1612215146744	1612215146744
USER	Client 9 attacks server 4 at address localhost:8084 looking for resource 24 with intensity 3	544	START	1612215146745	1612215146745
USER	Client 0 attacks server 0 at address localhost:8080 looking for resource 22 with intensity 15	48	START	1612215146706	1612215146706
USER	Client 0 attacks server 0 at address localhost:8080 looking for resource 23 with intensity 5	433	START	1612215146741	1612215146741
USER	Client 7 attacks server 3 at address localhost:8083 looking for resource 20 with intensity 15	504	START	1612215146743	1612215146743
USER	Client 3 attacks server 1 at address localhost:8081 looking for resource 24 with intensity 3	549	START	1612215146745	1612215146745
USER	Client 5 attacks server 2 at address localhost:8082 looking for resource 20 with intensity 15	13	START	1612215146666	1612215146666
USER	Client 5 attacks server 2 at address localhost:8082 looking for resource 20 with intensity 15	15	START	1612215146667	1612215146667
USER	Client 5 attacks server 2 at address localhost:8082 looking for resource 22 with intensity 15	521	START	1612215146744	1612215146744
USER	Client 9 attacks server 4 at address localhost:8084 looking for resource 10 with intensity 1	434	START	1612215146741	1612215146741
USER	Client 1 attacks server 0 at address localhost:8080 looking for resource 23 with intensity 5	534	START	1612215146744	1612215146744
USER	Client 7 attacks server 3 at address localhost:8083 looking for resource 23 with intensity 5	21	START	1612215146669	1612215146669
USER	Client 4 attacks server 1 at address localhost:8081 looking for resource 22 with intensity 15	140	START	1612215146729	1612215146729
USER	Client 8 attacks server 4 at address localhost:8084 looking for resource 24 with intensity 3	25	START	1612215146670	1612215146670
USER	Client 1 attacks server 0 at address localhost:8080 looking for resource 23 with intensity 5	538	START	1612215146744	1612215146744
USER	Client 1 attacks server 0 at address localhost:8080 looking for resource 24 with intensity 3	547	START	1612215146745	1612215146745
USER	Client 7 attacks server 3 at address localhost:8083 looking for resource 23 with intensity 5	22	START	1612215146669	1612215146669
USER	Client 8 attacks server 4 at address localhost:8084 looking for resource 22 with intensity 15	39	START	1612215146683	1612215146683
USER	Client 8 attacks server 4 at address localhost:8084 looking for resource 24 with intensity 3	26	START	1612215146670	1612215146670
USER	Client 8 attacks server 4 at address localhost:8084 looking for resource 22 with intensity 15	31	START	1612215146672	1612215146672
USER	Client 5 attacks server 2 at address localhost:8082 looking for resource 20 with intensity 15	3	START	1612215146665	1612215146665
USER	Client 5 attacks server 2 at address localhost:8082 looking for resource 20 with intensity 15	2	START	1612215146665	1612215146665
USER	Client 8 attacks server 4 at address localhost:8084 looking for resource 22 with intensity 15	29	START	1612215146671	1612215146671
USER	Client 7 attacks server 3 at address localhost:8083 looking for resource 23 with intensity 5	19	START	1612215146669	1612215146669
USER	Client 9 attacks server 4 at address localhost:8084 looking for resource 24 with intensity 3	542	START	1612215146745	1612215146745
USER	Client 9 attacks server 4 at address localhost:8084 looking for resource 24 with intensity 3	543	START	1612215146745	1612215146745
USER	Client 5 attacks server 2 at address localhost:8082 looking for resource 4 with intensity 1	24	START	1612215146670	1612215146670
USER	Client 8 attacks server 4 at address localhost:8084 looking for resource 22 with intensity 15	30	START	1612215146671	1612215146671
USER	Client 2 attacks server 1 at address localhost:8081 looking for resource 24 with intensity 3	540	START	1612215146745	1612215146745
USER	Client 3 attacks server 1 at address localhost:8081 looking for resource 24 with intensity 3	548	START	1612215146745	1612215146745
USER	Client 6 attacks server 3 at address localhost:8083 looking for resource 21 with intensity 15	237	START	1612215146733	1612215146733
USER	Client 1 attacks server 0 at address localhost:8080 looking for resource 24 with intensity 3	546	START	1612215146745	1612215146745
USER	Client 3 attacks server 1 at address localhost:8081 looking for resource 24 with intensity 3	550	START	1612215146745	1612215146745
USER	Client 5 attacks server 2 at address localhost:8082 looking for resource 22 with intensity 15	530	START	1612215146744	1612215146744
USER	Client 6 attacks server 3 at address localhost:8083 looking for resource 21 with intensity 15	238	START	1612215146733	1612215146733
USER	Client 5 attacks server 2 at address localhost:8082 looking for resource 22 with intensity 15	529	START	1612215146744	1612215146744
USER	Client 2 attacks server 1 at address localhost:8081 looking for resource 24 with intensity 3	539	START	1612215146744	1612215146744
USER	Client 1 attacks server 0 at address localhost:8080 looking for resource 24 with intensity 3	545	START	1612215146745	1612215146745
USER	Client 1 attacks server 0 at address localhost:8080 looking for resource 23 with intensity 5	535	START	1612215146744	1612215146744
USER	Client 1 attacks server 0 at address localhost:8080 looking for resource 23 with intensity 5	537	START	1612215146744	1612215146744
USER	Client 7 attacks server 3 at address localhost:8083 looking for resource 22 with intensity 15	132	START	1612215146728	1612215146728
USER	Client 2 attacks server 1 at address localhost:8081 looking for resource 24 with intensity 3	541	START	1612215146745	1612215146745
USER	Client 1 attacks server 0 at address localhost:8080 looking for resource 23 with intensity 5	536	START	1612215146744	1612215146744
USER	Client 5 attacks server 2 at address localhost:8082 looking for resource 22 with intensity 15	531	START	1612215146744	1612215146744
REQUEST	124		localhost:8083	1612215146728	1612215146817	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Connection reset by peer: localhost/127.0.0.1:8080
USER	Client 7 attacks server 3 at address localhost:8083 looking for resource 22 with intensity 15	124	END	1612215146728	1612215146836
REQUEST	353		localhost:8084	1612215146738	1612215146837	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Connection reset by peer: localhost/127.0.0.1:8080
REQUEST	427		localhost:8080	1612215146741	1612215146838	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Connection reset by peer: localhost/127.0.0.1:8080
USER	Client 9 attacks server 4 at address localhost:8084 looking for resource 22 with intensity 15	353	END	1612215146738	1612215146838
USER	Client 1 attacks server 0 at address localhost:8080 looking for resource 22 with intensity 15	427	END	1612215146741	1612215146839
REQUEST	385		localhost:8081	1612215146740	1612215146839	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Connection reset by peer: localhost/127.0.0.1:8080
REQUEST	284		localhost:8080	1612215146735	1612215146839	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Connection reset by peer: localhost/127.0.0.1:8080
USER	Client 3 attacks server 1 at address localhost:8081 looking for resource 22 with intensity 15	385	END	1612215146739	1612215146840
USER	Client 1 attacks server 0 at address localhost:8080 looking for resource 21 with intensity 15	284	END	1612215146735	1612215146841
REQUEST	176		localhost:8081	1612215146731	1612215147808	OK	 
REQUEST	40		localhost:8084	1612215146722	1612215147808	OK	 
REQUEST	196		localhost:8081	1612215146731	1612215147863	OK	 
REQUEST	176		localhost:8081 Redirect 1	1612215147838	1612215148852	OK	 
USER	Client 3 attacks server 1 at address localhost:8081 looking for resource 21 with intensity 15	176	END	1612215146730	1612215148860
REQUEST	40		localhost:8084 Redirect 1	1612215147838	1612215148867	OK	 
REQUEST	415		localhost:8080	1612215146741	1612215148867	OK	 
USER	Client 8 attacks server 4 at address localhost:8084 looking for resource 22 with intensity 15	40	END	1612215146683	1612215148868
REQUEST	452		localhost:8081	1612215146742	1612215148876	OK	 
REQUEST	528		localhost:8082	1612215146744	1612215148877	OK	 
REQUEST	287		localhost:8084	1612215146735	1612215148877	OK	 
REQUEST	196		localhost:8081 Redirect 1	1612215147864	1612215148881	OK	 
USER	Client 2 attacks server 1 at address localhost:8081 looking for resource 22 with intensity 15	196	END	1612215146731	1612215148881
REQUEST	437		localhost:8084	1612215146742	1612215148971	OK	 
REQUEST	406		localhost:8084	1612215146740	1612215148973	OK	 
REQUEST	502		localhost:8083	1612215146744	1612215148975	OK	 
USER	Client 7 attacks server 3 at address localhost:8083 looking for resource 20 with intensity 15	502	END	1612215146743	1612215148975
REQUEST	27		localhost:8084	1612215146723	1612215148980	OK	 
REQUEST	240		localhost:8083	1612215146733	1612215149347	OK	 
REQUEST	95		localhost:8083	1612215146735	1612215149356	OK	 
REQUEST	286		localhost:8080	1612215146735	1612215149362	OK	 
REQUEST	510		localhost:8083	1612215146744	1612215149421	OK	 
USER	Client 7 attacks server 3 at address localhost:8083 looking for resource 20 with intensity 15	510	END	1612215146744	1612215149422
REQUEST	272		localhost:8080	1612215146745	1612215149427	OK	 
REQUEST	340		localhost:8081	1612215146738	1612215149427	OK	 
REQUEST	436		localhost:8084	1612215146741	1612215149428	OK	 
REQUEST	350		localhost:8084	1612215146738	1612215149428	OK	 
REQUEST	191		localhost:8081	1612215146731	1612215149428	OK	 
REQUEST	548		localhost:8081	1612215146757	1612215149429	OK	 
REQUEST	446		localhost:8081	1612215146742	1612215149429	OK	 
REQUEST	127		localhost:8083	1612215146729	1612215149430	OK	 
REQUEST	382		localhost:8081	1612215146740	1612215149431	OK	 
REQUEST	414		localhost:8080	1612215146741	1612215149432	OK	 
REQUEST	190		localhost:8081	1612215146731	1612215149433	OK	 
REQUEST	31		localhost:8084	1612215146722	1612215149434	OK	 
REQUEST	420		localhost:8080	1612215146741	1612215149434	OK	 
REQUEST	94		localhost:8083	1612215146727	1612215149434	OK	 
REQUEST	126		localhost:8083	1612215146729	1612215149435	OK	 
REQUEST	400		localhost:8084	1612215146740	1612215149436	OK	 
REQUEST	244		localhost:8083	1612215146733	1612215149436	OK	 
REQUEST	516		localhost:8082	1612215146744	1612215149491	OK	 
REQUEST	88		localhost:8081	1612215146735	1612215149491	OK	 
REQUEST	356		localhost:8084	1612215146738	1612215149492	OK	 
REQUEST	180		localhost:8081	1612215146731	1612215149492	OK	 
REQUEST	511		localhost:8084	1612215146744	1612215149493	OK	 
REQUEST	53		localhost:8080	1612215146725	1612215149494	OK	 
REQUEST	324		localhost:8082	1612215146737	1612215149494	OK	 
REQUEST	372		localhost:8083	1612215146739	1612215149494	OK	 
REQUEST	408		localhost:8081	1612215146740	1612215149495	OK	 
REQUEST	52		localhost:8080	1612215146729	1612215149495	OK	 
REQUEST	24		localhost:8082	1612215146722	1612215149496	OK	 
REQUEST	54		localhost:8080	1612215146725	1612215149514	OK	 
REQUEST	208		localhost:8083	1612215146732	1612215149556	OK	 
REQUEST	22		localhost:8083	1612215146722	1612215149556	OK	 
REQUEST	280		localhost:8080	1612215146735	1612215149556	OK	 
USER	Client 6 attacks server 3 at address localhost:8083 looking for resource 20 with intensity 15	208	END	1612215146732	1612215149557
REQUEST	383		localhost:8081	1612215146740	1612215149556	OK	 
REQUEST	21		localhost:8083	1612215146723	1612215149556	OK	 
REQUEST	56		localhost:8080	1612215146725	1612215149558	OK	 
REQUEST	85		localhost:8081	1612215146727	1612215149558	OK	 
REQUEST	479		localhost:8081	1612215146743	1612215149558	OK	 
REQUEST	86		localhost:8081	1612215146727	1612215149558	OK	 
REQUEST	351		localhost:8084	1612215146738	1612215149559	OK	 
REQUEST	184		localhost:8081	1612215146731	1612215149559	OK	 
REQUEST	120		localhost:8083	1612215146728	1612215149560	OK	 
REQUEST	447		localhost:8081	1612215146742	1612215149619	OK	 
REQUEST	344		localhost:8084	1612215146738	1612215149686	OK	 
REQUEST	118		localhost:8080	1612215146728	1612215149686	OK	 
REQUEST	117		localhost:8080	1612215146728	1612215149686	OK	 
REQUEST	182		localhost:8080	1612215146731	1612215149687	OK	 
REQUEST	468		localhost:8080	1612215146743	1612215149862	OK	 
USER	Client 0 attacks server 0 at address localhost:8080 looking for resource 20 with intensity 15	468	END	1612215146742	1612215149863
REQUEST	80		localhost:8081	1612215146726	1612215149866	OK	 
REQUEST	30		localhost:8084	1612215146723	1612215149866	OK	 
REQUEST	100		localhost:8083	1612215146727	1612215149866	OK	 
REQUEST	16		localhost:8083	1612215146723	1612215149867	OK	 
REQUEST	542		localhost:8084	1612215146752	1612215149868	OK	 
REQUEST	532		localhost:8082	1612215146745	1612215149868	OK	 
REQUEST	336		localhost:8082	1612215146737	1612215149869	OK	 
