RUN	Model25P25	model25p25	1612215077028	 	3.3.1
USER	Client 5 attacks server 2 at address localhost:8082 looking for resource 14 with intensity 1	132	END	1612215078091	1612215082420
REQUEST	104		localhost:8083 Redirect 2	1612215081362	1612215082421	OK	 
REQUEST	33		localhost:8081	1612215078085	1612215082421	OK	 
USER	Client 3 attacks server 1 at address localhost:8081 looking for resource 20 with intensity 5	33	END	1612215078049	1612215082421
USER	Client 6 attacks server 3 at address localhost:8083 looking for resource 24 with intensity 3	104	END	1612215078089	1612215082421
REQUEST	13		localhost:8081	1612215078085	1612215082423	OK	 
USER	Client 4 attacks server 1 at address localhost:8081 looking for resource 20 with intensity 5	13	END	1612215078044	1612215082423
REQUEST	114		localhost:8082	1612215078090	1612215082425	OK	 
REQUEST	164		localhost:8084	1612215078092	1612215082428	OK	 
USER	Client 9 attacks server 4 at address localhost:8084 looking for resource 10 with intensity 1	164	END	1612215078092	1612215082428
REQUEST	34		localhost:8081	1612215078085	1612215082429	OK	 
USER	Client 3 attacks server 1 at address localhost:8081 looking for resource 20 with intensity 5	34	END	1612215078049	1612215082429
REQUEST	90		localhost:8083	1612215078089	1612215082436	OK	 
USER	Client 7 attacks server 3 at address localhost:8083 looking for resource 20 with intensity 5	90	END	1612215078089	1612215082437
REQUEST	162		localhost:8080 Redirect 2	1612215081386	1612215082437	OK	 
REQUEST	182		localhost:8083 Redirect 2	1612215081375	1612215082437	OK	 
USER	Client 0 attacks server 0 at address localhost:8080 looking for resource 23 with intensity 5	162	END	1612215078092	1612215082437
USER	Client 6 attacks server 3 at address localhost:8083 looking for resource 23 with intensity 5	182	END	1612215078092	1612215082437
REQUEST	209		localhost:8080	1612215078094	1612215082439	OK	 
REQUEST	1		localhost:8083 Redirect 2	1612215081372	1612215082440	OK	 
USER	Client 7 attacks server 3 at address localhost:8083 looking for resource 24 with intensity 3	1	END	1612215078042	1612215082441
REQUEST	67		localhost:8081	1612215078098	1612215082442	OK	 
REQUEST	116		localhost:8082 Redirect 2	1612215081377	1612215082447	OK	 
USER	Client 5 attacks server 2 at address localhost:8082 looking for resource 23 with intensity 5	116	END	1612215078090	1612215082448
REQUEST	136		localhost:8084 Redirect 2	1612215081365	1612215082449	OK	 
USER	Client 8 attacks server 4 at address localhost:8084 looking for resource 23 with intensity 5	136	END	1612215078091	1612215082449
REQUEST	161		localhost:8080 Redirect 2	1612215081382	1612215082451	OK	 
USER	Client 0 attacks server 0 at address localhost:8080 looking for resource 23 with intensity 5	161	END	1612215078092	1612215082452
REQUEST	29		localhost:8083	1612215078085	1612215082457	OK	 
REQUEST	235		localhost:8080	1612215078095	1612215082463	OK	 
REQUEST	186		localhost:8081	1612215078093	1612215082469	OK	 
REQUEST	101		localhost:8080	1612215078090	1612215082553	OK	 
REQUEST	58		localhost:8080	1612215078087	1612215082556	OK	 
REQUEST	52		localhost:8084 Redirect 1	1612215081538	1612215082582	OK	 
USER	Client 8 attacks server 4 at address localhost:8084 looking for resource 21 with intensity 5	52	END	1612215078086	1612215082583
REQUEST	17		localhost:8084	1612215078085	1612215082595	OK	 
REQUEST	69		localhost:8081	1612215078097	1612215082601	OK	 
REQUEST	45		localhost:8083 Redirect 1	1612215079666	1612215082624	OK	 
USER	Client 6 attacks server 3 at address localhost:8083 looking for resource 22 with intensity 5	45	END	1612215078052	1612215082624
REQUEST	65		localhost:8080 Redirect 1	1612215081601	1612215082650	OK	 
REQUEST	189		localhost:8081 Redirect 1	1612215081601	1612215082650	OK	 
REQUEST	169		localhost:8084 Redirect 1	1612215081601	1612215082650	OK	 
REQUEST	203		localhost:8083	1612215078094	1612215082671	OK	 
REQUEST	106		localhost:8081	1612215078090	1612215082672	OK	 
REQUEST	229		localhost:8081	1612215078094	1612215082673	OK	 
REQUEST	190		localhost:8081 Redirect 1	1612215081660	1612215082680	OK	 
REQUEST	233		localhost:8082 Redirect 1	1612215081660	1612215082683	OK	 
REQUEST	31		localhost:8081	1612215078086	1612215082728	OK	 
USER	Client 3 attacks server 1 at address localhost:8081 looking for resource 20 with intensity 5	31	END	1612215078048	1612215082728
REQUEST	77		localhost:8081	1612215078089	1612215082816	OK	 
USER	Client 4 attacks server 1 at address localhost:8081 looking for resource 5 with intensity 1	77	END	1612215078088	1612215082816
REQUEST	27		localhost:8082	1612215078086	1612215082847	OK	 
USER	Client 5 attacks server 2 at address localhost:8082 looking for resource 20 with intensity 5	27	END	1612215078047	1612215082848
REQUEST	82		localhost:8082 Redirect 1	1612215081858	1612215082865	OK	 
USER	Client 5 attacks server 2 at address localhost:8082 looking for resource 22 with intensity 5	82	END	1612215078088	1612215082866
REQUEST	249		localhost:8081 Redirect 2	1612215081870	1612215082879	OK	 
USER	Client 3 attacks server 1 at address localhost:8081 looking for resource 24 with intensity 3	249	END	1612215078095	1612215082880
REQUEST	56		localhost:8083	1612215078087	1612215082944	OK	 
REQUEST	87		localhost:8083	1612215078089	1612215082947	OK	 
REQUEST	184		localhost:8083	1612215078093	1612215082947	OK	 
REQUEST	145		localhost:8084	1612215078092	1612215082948	OK	 
REQUEST	196		localhost:8082 Redirect 1	1612215081921	1612215082961	OK	 
USER	Client 5 attacks server 2 at address localhost:8082 looking for resource 21 with intensity 5	196	END	1612215078093	1612215082962
REQUEST	193		localhost:8080 Redirect 1	1612215081922	1612215082969	OK	 
USER	Client 0 attacks server 0 at address localhost:8080 looking for resource 22 with intensity 5	193	END	1612215078093	1612215082970
REQUEST	68		localhost:8081 Redirect 1	1612215081926	1612215082973	OK	 
USER	Client 4 attacks server 1 at address localhost:8081 looking for resource 21 with intensity 5	68	END	1612215078088	1612215082973
REQUEST	105		localhost:8081 Redirect 1	1612215081926	1612215082973	OK	 
USER	Client 3 attacks server 1 at address localhost:8081 looking for resource 21 with intensity 5	105	END	1612215078089	1612215082973
REQUEST	111		localhost:8081	1612215078090	1612215082975	OK	 
USER	Client 4 attacks server 1 at address localhost:8081 looking for resource 15 with intensity 1	111	END	1612215078090	1612215082975
REQUEST	4		localhost:8083 Redirect 1	1612215081927	1612215082984	OK	 
REQUEST	100		localhost:8080 Redirect 1	1612215081922	1612215082986	OK	 
REQUEST	127		localhost:8081 Redirect 1	1612215081923	1612215082988	OK	 
REQUEST	210		localhost:8080 Redirect 1	1612215081922	1612215082989	OK	 
USER	Client 0 attacks server 0 at address localhost:8080 looking for resource 21 with intensity 5	210	END	1612215078094	1612215082989
REQUEST	228		localhost:8081 Redirect 1	1612215081923	1612215082991	OK	 
REQUEST	246		localhost:8080 Redirect 1	1612215081926	1612215082991	OK	 
REQUEST	5		localhost:8083 Redirect 1	1612215081926	1612215082994	OK	 
REQUEST	225		localhost:8084 Redirect 1	1612215081921	1612215082996	OK	 
USER	Client 9 attacks server 4 at address localhost:8084 looking for resource 21 with intensity 5	225	END	1612215078094	1612215082997
REQUEST	54		localhost:8084	1612215078088	1612215083009	OK	 
REQUEST	59		localhost:8080	1612215078087	1612215083009	OK	 
REQUEST	38		localhost:8081	1612215078084	1612215083009	OK	 
REQUEST	232		localhost:8082	1612215078095	1612215083009	OK	 
REQUEST	98		localhost:8081	1612215078090	1612215083009	OK	 
REQUEST	113		localhost:8082	1612215078090	1612215083009	OK	 
REQUEST	183		localhost:8083	1612215078093	1612215083009	OK	 
REQUEST	6		localhost:8083	1612215078084	1612215083010	OK	 
REQUEST	155		localhost:8081	1612215078092	1612215083010	OK	 
REQUEST	84		localhost:8083	1612215078089	1612215083010	OK	 
REQUEST	200		localhost:8082	1612215078094	1612215083011	OK	 
REQUEST	66		localhost:8080	1612215078088	1612215083011	OK	 
REQUEST	81		localhost:8082	1612215078089	1612215083011	OK	 
REQUEST	230		localhost:8081	1612215078095	1612215083011	OK	 
REQUEST	168		localhost:8084	1612215078092	1612215083011	OK	 
REQUEST	72		localhost:8081	1612215078097	1612215083016	OK	 
REQUEST	198		localhost:8082	1612215078094	1612215083016	OK	 
REQUEST	88		localhost:8083	1612215078089	1612215083017	OK	 
REQUEST	134		localhost:8084	1612215078091	1612215083017	OK	 
REQUEST	86		localhost:8083	1612215078089	1612215083018	OK	 
REQUEST	248		localhost:8081	1612215078095	1612215083018	OK	 
REQUEST	187		localhost:8081	1612215078093	1612215083019	OK	 
REQUEST	61		localhost:8080	1612215078088	1612215083021	OK	 
REQUEST	102		localhost:8083	1612215078090	1612215083021	OK	 
REQUEST	55		localhost:8084	1612215078087	1612215083021	OK	 
REQUEST	247		localhost:8080	1612215078095	1612215083022	OK	 
REQUEST	128		localhost:8081 Redirect 1	1612215081035	1612215083071	OK	 
REQUEST	188		localhost:8081 Redirect 2	1612215082087	1612215083099	OK	 
REQUEST	63		localhost:8080 Redirect 2	1612215082089	1612215083099	OK	 
USER	Client 1 attacks server 0 at address localhost:8080 looking for resource 18 with intensity 1	63	END	1612215078087	1612215083099
USER	Client 4 attacks server 1 at address localhost:8081 looking for resource 23 with intensity 5	188	END	1612215078093	1612215083099
REQUEST	158		localhost:8081 Redirect 2	1612215082086	1612215083108	OK	 
USER	Client 3 attacks server 1 at address localhost:8081 looking for resource 23 with intensity 5	158	END	1612215078092	1612215083109
REQUEST	163		localhost:8080 Redirect 2	1612215082113	1612215083131	OK	 
USER	Client 0 attacks server 0 at address localhost:8080 looking for resource 23 with intensity 5	163	END	1612215078092	1612215083132
REQUEST	243		localhost:8084 Redirect 2	1612215082133	1612215083144	OK	 
USER	Client 9 attacks server 4 at address localhost:8084 looking for resource 24 with intensity 3	243	END	1612215078095	1612215083144
REQUEST	137		localhost:8084 Redirect 2	1612215082113	1612215083156	OK	 
USER	Client 8 attacks server 4 at address localhost:8084 looking for resource 23 with intensity 5	137	END	1612215078091	1612215083158
REQUEST	185		localhost:8083 Redirect 2	1612215082127	1612215083159	OK	 
REQUEST	112		localhost:8082 Redirect 2	1612215082131	1612215083159	OK	 
REQUEST	156		localhost:8081 Redirect 2	1612215082134	1612215083159	OK	 
USER	Client 3 attacks server 1 at address localhost:8081 looking for resource 23 with intensity 5	156	END	1612215078092	1612215083159
USER	Client 5 attacks server 2 at address localhost:8082 looking for resource 23 with intensity 5	112	END	1612215078090	1612215083159
USER	Client 6 attacks server 3 at address localhost:8083 looking for resource 23 with intensity 5	185	END	1612215078093	1612215083160
REQUEST	238		localhost:8080 Redirect 2	1612215082133	1612215083164	OK	 
USER	Client 1 attacks server 0 at address localhost:8080 looking for resource 23 with intensity 5	238	END	1612215078095	1612215083165
REQUEST	181		localhost:8083 Redirect 2	1612215082133	1612215083170	OK	 
REQUEST	236		localhost:8080 Redirect 2	1612215082134	1612215083170	OK	 
USER	Client 1 attacks server 0 at address localhost:8080 looking for resource 23 with intensity 5	236	END	1612215078094	1612215083170
USER	Client 6 attacks server 3 at address localhost:8083 looking for resource 23 with intensity 5	181	END	1612215078092	1612215083170
REQUEST	138		localhost:8084	1612215078091	1612215083386	OK	 
REQUEST	250		localhost:8081 Redirect 1	1612215082405	1612215083418	OK	 
REQUEST	114		localhost:8082 Redirect 1	1612215082426	1612215083437	OK	 
REQUEST	122		localhost:8083	1612215078091	1612215083443	OK	 
USER	Client 6 attacks server 3 at address localhost:8083 looking for resource 20 with intensity 5	122	END	1612215078090	1612215083444
REQUEST	152		localhost:8081	1612215078092	1612215083445	OK	 
USER	Client 2 attacks server 1 at address localhost:8081 looking for resource 20 with intensity 5	152	END	1612215078092	1612215083446
REQUEST	23		localhost:8082	1612215078086	1612215083449	OK	 
USER	Client 5 attacks server 2 at address localhost:8082 looking for resource 20 with intensity 5	23	END	1612215078046	1612215083449
REQUEST	214		localhost:8084	1612215078094	1612215083451	OK	 
USER	Client 9 attacks server 4 at address localhost:8084 looking for resource 20 with intensity 5	214	END	1612215078094	1612215083451
REQUEST	221		localhost:8081	1612215078094	1612215083456	OK	 
REQUEST	194		localhost:8080	1612215078093	1612215083456	OK	 
REQUEST	67		localhost:8081 Redirect 1	1612215082442	1612215083478	OK	 
USER	Client 4 attacks server 1 at address localhost:8081 looking for resource 21 with intensity 5	67	END	1612215078088	1612215083478
REQUEST	209		localhost:8080 Redirect 1	1612215082440	1612215083479	OK	 
USER	Client 0 attacks server 0 at address localhost:8080 looking for resource 21 with intensity 5	209	END	1612215078094	1612215083479
REQUEST	29		localhost:8083 Redirect 1	1612215082457	1612215083484	OK	 
REQUEST	186		localhost:8081 Redirect 1	1612215082469	1612215083501	OK	 
REQUEST	24		localhost:8082	1612215078085	1612215083508	OK	 
USER	Client 5 attacks server 2 at address localhost:8082 looking for resource 20 with intensity 5	24	END	1612215078046	1612215083508
REQUEST	119		localhost:8084	1612215078090	1612215083510	OK	 
USER	Client 8 attacks server 4 at address localhost:8084 looking for resource 20 with intensity 5	119	END	1612215078090	1612215083511
REQUEST	123		localhost:8083	1612215078091	1612215083512	OK	 
USER	Client 6 attacks server 3 at address localhost:8083 looking for resource 20 with intensity 5	123	END	1612215078090	1612215083513
REQUEST	91		localhost:8083	1612215078096	1612215083516	OK	 
USER	Client 7 attacks server 3 at address localhost:8083 looking for resource 20 with intensity 5	91	END	1612215078089	1612215083516
REQUEST	215		localhost:8084	1612215078094	1612215083517	OK	 
USER	Client 9 attacks server 4 at address localhost:8084 looking for resource 20 with intensity 5	215	END	1612215078094	1612215083517
REQUEST	101		localhost:8080 Redirect 1	1612215082553	1612215083561	OK	 
REQUEST	58		localhost:8080 Redirect 1	1612215082556	1612215083563	OK	 
USER	Client 1 attacks server 0 at address localhost:8080 looking for resource 22 with intensity 5	58	END	1612215078087	1612215083563
REQUEST	108		localhost:8081 Redirect 1	1612215081035	1612215083568	OK	 
USER	Client 3 attacks server 1 at address localhost:8081 looking for resource 21 with intensity 5	108	END	1612215078090	1612215083568
REQUEST	12		localhost:8081	1612215078086	1612215083571	OK	 
USER	Client 4 attacks server 1 at address localhost:8081 looking for resource 20 with intensity 5	12	END	1612215078044	1612215083571
REQUEST	231		localhost:8082	1612215078095	1612215083583	OK	 
REQUEST	79		localhost:8082	1612215078089	1612215083583	OK	 
REQUEST	69		localhost:8081 Redirect 1	1612215082602	1612215083609	OK	 
USER	Client 4 attacks server 1 at address localhost:8081 looking for resource 21 with intensity 5	69	END	1612215078088	1612215083609
REQUEST	17		localhost:8084 Redirect 1	1612215082595	1612215083615	OK	 
REQUEST	153		localhost:8081 Redirect 1	1612215081097	1612215083629	OK	 
USER	Client 2 attacks server 1 at address localhost:8081 looking for resource 17 with intensity 1	153	END	1612215078092	1612215083630
REQUEST	106		localhost:8081 Redirect 1	1612215082672	1612215083695	OK	 
USER	Client 3 attacks server 1 at address localhost:8081 looking for resource 21 with intensity 5	106	END	1612215078090	1612215083695
REQUEST	65		localhost:8080 Redirect 2	1612215082650	1612215083697	OK	 
USER	Client 0 attacks server 0 at address localhost:8080 looking for resource 24 with intensity 3	65	END	1612215078087	1612215083697
REQUEST	169		localhost:8084 Redirect 2	1612215082651	1612215083713	OK	 
USER	Client 9 attacks server 4 at address localhost:8084 looking for resource 23 with intensity 5	169	END	1612215078092	1612215083713
REQUEST	229		localhost:8081 Redirect 1	1612215082673	1612215083720	OK	 
REQUEST	203		localhost:8083 Redirect 1	1612215082671	1612215083728	OK	 
USER	Client 7 attacks server 3 at address localhost:8083 looking for resource 21 with intensity 5	203	END	1612215078093	1612215083729
REQUEST	190		localhost:8081 Redirect 2	1612215082681	1612215083730	OK	 
USER	Client 4 attacks server 1 at address localhost:8081 looking for resource 23 with intensity 5	190	END	1612215078093	1612215083730
REQUEST	189		localhost:8081 Redirect 2	1612215082650	1612215083734	OK	 
USER	Client 4 attacks server 1 at address localhost:8081 looking for resource 23 with intensity 5	189	END	1612215078093	1612215083735
REQUEST	240		localhost:8081 Redirect 2	1612215082134	1612215083776	OK	 
REQUEST	39		localhost:8081	1612215078089	1612215083776	OK	 
USER	Client 2 attacks server 1 at address localhost:8081 looking for resource 24 with intensity 3	240	END	1612215078095	1612215083776
REQUEST	9		localhost:8081	1612215078085	1612215083903	OK	 
USER	Client 4 attacks server 1 at address localhost:8081 looking for resource 20 with intensity 5	9	END	1612215078043	1612215083904
REQUEST	8		localhost:8083 Redirect 2	1612215081382	1612215083957	OK	 
USER	Client 7 attacks server 3 at address localhost:8083 looking for resource 23 with intensity 5	8	END	1612215078043	1612215083958
REQUEST	241		localhost:8081	1612215078095	1612215083967	OK	 
REQUEST	244		localhost:8084	1612215078095	1612215083967	OK	 
REQUEST	127		localhost:8081 Redirect 2	1612215082989	1612215084003	OK	 
REQUEST	5		localhost:8083 Redirect 2	1612215082995	1612215084003	OK	 
REQUEST	4		localhost:8083 Redirect 2	1612215082984	1612215084003	OK	 
USER	Client 7 attacks server 3 at address localhost:8083 looking for resource 23 with intensity 5	5	END	1612215078042	1612215084004
USER	Client 7 attacks server 3 at address localhost:8083 looking for resource 23 with intensity 5	4	END	1612215078042	1612215084004
USER	Client 2 attacks server 1 at address localhost:8081 looking for resource 23 with intensity 5	127	END	1612215078090	1612215084004
REQUEST	130		localhost:8081 Redirect 1	1612215081921	1612215084005	OK	 
REQUEST	218		localhost:8081	1612215078094	1612215084031	OK	 
REQUEST	15		localhost:8084	1612215078085	1612215084031	OK	 
REQUEST	103		localhost:8083	1612215078090	1612215084032	OK	 
REQUEST	49		localhost:8083	1612215078088	1612215084032	OK	 
REQUEST	175		localhost:8083	1612215078093	1612215084032	OK	 
REQUEST	228		localhost:8081 Redirect 2	1612215082992	1612215084037	OK	 
USER	Client 4 attacks server 1 at address localhost:8081 looking for resource 24 with intensity 3	228	END	1612215078094	1612215084037
REQUEST	200		localhost:8082 Redirect 1	1612215083011	1612215084043	OK	 
REQUEST	38		localhost:8081 Redirect 1	1612215083009	1612215084043	OK	 
USER	Client 2 attacks server 1 at address localhost:8081 looking for resource 21 with intensity 5	38	END	1612215078051	1612215084043
USER	Client 5 attacks server 2 at address localhost:8082 looking for resource 21 with intensity 5	200	END	1612215078093	1612215084043
REQUEST	198		localhost:8082 Redirect 1	1612215083016	1612215084045	OK	 
USER	Client 5 attacks server 2 at address localhost:8082 looking for resource 21 with intensity 5	198	END	1612215078093	1612215084045
REQUEST	100		localhost:8080 Redirect 2	1612215082986	1612215084048	OK	 
USER	Client 0 attacks server 0 at address localhost:8080 looking for resource 19 with intensity 1	100	END	1612215078089	1612215084048
REQUEST	59		localhost:8080 Redirect 1	1612215083009	1612215084053	OK	 
USER	Client 1 attacks server 0 at address localhost:8080 looking for resource 22 with intensity 5	59	END	1612215078087	1612215084053
REQUEST	102		localhost:8083 Redirect 1	1612215083021	1612215084055	OK	 
REQUEST	128		localhost:8081 Redirect 2	1612215083072	1612215084079	OK	 
USER	Client 2 attacks server 1 at address localhost:8081 looking for resource 23 with intensity 5	128	END	1612215078091	1612215084079
REQUEST	18		localhost:8083 Redirect 1	1612215080302	1612215084082	OK	 
USER	Client 6 attacks server 3 at address localhost:8083 looking for resource 21 with intensity 5	18	END	1612215078045	1612215084083
REQUEST	155		localhost:8081 Redirect 1	1612215083010	1612215084097	OK	 
REQUEST	248		localhost:8081 Redirect 1	1612215083018	1612215084104	OK	 
REQUEST	6		localhost:8083 Redirect 1	1612215083010	1612215084132	OK	 
REQUEST	86		localhost:8083 Redirect 1	1612215083018	1612215084133	OK	 
REQUEST	187		localhost:8081 Redirect 1	1612215083020	1612215084133	OK	 
USER	Client 7 attacks server 3 at address localhost:8083 looking for resource 22 with intensity 5	86	END	1612215078089	1612215084133
REQUEST	47		localhost:8083	1612215078085	1612215084159	OK	 
REQUEST	234		localhost:8080	1612215078095	1612215084159	OK	 
REQUEST	133		localhost:8084	1612215078091	1612215084162	OK	 
REQUEST	74		localhost:8081	1612215078088	1612215084162	OK	 
REQUEST	167		localhost:8084	1612215078092	1612215084162	OK	 
REQUEST	165		localhost:8084	1612215078092	1612215084162	OK	 
REQUEST	66		localhost:8080 Redirect 1	1612215083011	1612215084164	OK	 
REQUEST	168		localhost:8084 Redirect 1	1612215083012	1612215084168	OK	 
REQUEST	184		localhost:8083 Redirect 1	1612215082948	1612215084170	OK	 
REQUEST	145		localhost:8084 Redirect 1	1612215082948	1612215084178	OK	 
USER	Client 9 attacks server 4 at address localhost:8084 looking for resource 22 with intensity 5	145	END	1612215078091	1612215084178
REQUEST	81		localhost:8082 Redirect 1	1612215083011	1612215084184	OK	 
USER	Client 5 attacks server 2 at address localhost:8082 looking for resource 22 with intensity 5	81	END	1612215078088	1612215084184
REQUEST	134		localhost:8084 Redirect 1	1612215083017	1612215084200	OK	 
REQUEST	87		localhost:8083 Redirect 1	1612215082947	1612215084201	OK	 
USER	Client 7 attacks server 3 at address localhost:8083 looking for resource 22 with intensity 5	87	END	1612215078089	1612215084201
REQUEST	230		localhost:8081 Redirect 1	1612215083011	1612215084201	OK	 
REQUEST	113		localhost:8082 Redirect 1	1612215083009	1612215084202	OK	 
REQUEST	98		localhost:8081 Redirect 1	1612215083009	1612215084205	OK	 
USER	Client 2 attacks server 1 at address localhost:8081 looking for resource 22 with intensity 5	98	END	1612215078089	1612215084205
REQUEST	72		localhost:8081 Redirect 1	1612215083016	1612215084206	OK	 
USER	Client 3 attacks server 1 at address localhost:8081 looking for resource 22 with intensity 5	72	END	1612215078088	1612215084206
REQUEST	232		localhost:8082 Redirect 1	1612215083009	1612215084208	OK	 
REQUEST	61		localhost:8080 Redirect 1	1612215083021	1612215084209	OK	 
USER	Client 1 attacks server 0 at address localhost:8080 looking for resource 22 with intensity 5	61	END	1612215078087	1612215084209
REQUEST	183		localhost:8083 Redirect 1	1612215083009	1612215084209	OK	 
REQUEST	88		localhost:8083 Redirect 1	1612215083017	1612215084209	OK	 
REQUEST	247		localhost:8080 Redirect 1	1612215083022	1612215084210	OK	 
REQUEST	84		localhost:8083 Redirect 1	1612215083010	1612215084212	OK	 
USER	Client 7 attacks server 3 at address localhost:8083 looking for resource 22 with intensity 5	84	END	1612215078089	1612215084213
REQUEST	202		localhost:8083	1612215078094	1612215084224	OK	 
REQUEST	199		localhost:8082	1612215078093	1612215084224	OK	 
REQUEST	171		localhost:8080	1612215078092	1612215084224	OK	 
REQUEST	239		localhost:8081	1612215078095	1612215084224	OK	 
REQUEST	7		localhost:8083	1612215078085	1612215084225	OK	 
REQUEST	170		localhost:8080	1612215078093	1612215084225	OK	 
REQUEST	71		localhost:8081	1612215078097	1612215084225	OK	 
REQUEST	138		localhost:8084 Redirect 1	1612215083386	1612215084394	OK	 
USER	Client 8 attacks server 4 at address localhost:8084 looking for resource 22 with intensity 5	138	END	1612215078091	1612215084394
REQUEST	114		localhost:8082 Redirect 2	1612215083437	1612215084445	OK	 
USER	Client 5 attacks server 2 at address localhost:8082 looking for resource 23 with intensity 5	114	END	1612215078090	1612215084445
REQUEST	20		localhost:8083 Redirect 1	1612215081921	1612215084461	OK	 
USER	Client 6 attacks server 3 at address localhost:8083 looking for resource 21 with intensity 5	20	END	1612215078046	1612215084461
REQUEST	194		localhost:8080 Redirect 1	1612215083456	1612215084474	OK	 
REQUEST	221		localhost:8081 Redirect 1	1612215083456	1612215084474	OK	 
USER	Client 4 attacks server 1 at address localhost:8081 looking for resource 22 with intensity 5	221	END	1612215078094	1612215084474
USER	Client 0 attacks server 0 at address localhost:8080 looking for resource 22 with intensity 5	194	END	1612215078093	1612215084474
REQUEST	97		localhost:8081 Redirect 1	1612215081926	1612215084483	OK	 
USER	Client 2 attacks server 1 at address localhost:8081 looking for resource 22 with intensity 5	97	END	1612215078089	1612215084483
REQUEST	29		localhost:8083 Redirect 2	1612215083485	1612215084491	OK	 
USER	Client 6 attacks server 3 at address localhost:8083 looking for resource 3 with intensity 1	29	END	1612215078047	1612215084491
REQUEST	186		localhost:8081 Redirect 2	1612215083502	1612215084517	OK	 
USER	Client 4 attacks server 1 at address localhost:8081 looking for resource 23 with intensity 5	186	END	1612215078093	1612215084517
REQUEST	226		localhost:8084	1612215078094	1612215084542	OK	 
REQUEST	166		localhost:8084	1612215078092	1612215084542	OK	 
REQUEST	101		localhost:8080 Redirect 2	1612215083562	1612215084569	OK	 
USER	Client 0 attacks server 0 at address localhost:8080 looking for resource 9 with intensity 1	101	END	1612215078089	1612215084569
REQUEST	231		localhost:8082 Redirect 1	1612215083584	1612215084594	OK	 
REQUEST	17		localhost:8084 Redirect 2	1612215083615	1612215084625	OK	 
USER	Client 8 attacks server 4 at address localhost:8084 looking for resource 24 with intensity 3	17	END	1612215078045	1612215084625
REQUEST	64		localhost:8080 Redirect 2	1612215082131	1612215084653	OK	 
USER	Client 0 attacks server 0 at address localhost:8080 looking for resource 24 with intensity 3	64	END	1612215078087	1612215084653
REQUEST	10		localhost:8081	1612215078088	1612215084658	OK	 
USER	Client 4 attacks server 1 at address localhost:8081 looking for resource 20 with intensity 5	10	END	1612215078043	1612215084658
REQUEST	42		localhost:8080	1612215078086	1612215084660	OK	 
USER	Client 1 attacks server 0 at address localhost:8080 looking for resource 20 with intensity 5	42	END	1612215078051	1612215084660
REQUEST	212		localhost:8084	1612215078094	1612215084670	OK	 
USER	Client 9 attacks server 4 at address localhost:8084 looking for resource 20 with intensity 5	212	END	1612215078094	1612215084670
REQUEST	143		localhost:8084	1612215078092	1612215084725	OK	 
REQUEST	197		localhost:8082	1612215078093	1612215084727	OK	 
REQUEST	135		localhost:8084	1612215078091	1612215084727	OK	 
REQUEST	229		localhost:8081 Redirect 2	1612215083720	1612215084730	OK	 
USER	Client 4 attacks server 1 at address localhost:8081 looking for resource 24 with intensity 3	229	END	1612215078094	1612215084731
REQUEST	235		localhost:8080 Redirect 1	1612215082464	1612215084734	OK	 
REQUEST	39		localhost:8081 Redirect 1	1612215083776	1612215084785	OK	 
USER	Client 2 attacks server 1 at address localhost:8081 looking for resource 21 with intensity 5	39	END	1612215078051	1612215084786
REQUEST	233		localhost:8082 Redirect 2	1612215082683	1612215084827	OK	 
USER	Client 5 attacks server 2 at address localhost:8082 looking for resource 24 with intensity 3	233	END	1612215078094	1612215084828
REQUEST	244		localhost:8084 Redirect 1	1612215083968	1612215084983	OK	 
REQUEST	241		localhost:8081 Redirect 1	1612215083968	1612215084984	OK	 
REQUEST	130		localhost:8081 Redirect 2	1612215084006	1612215085014	OK	 
USER	Client 2 attacks server 1 at address localhost:8081 looking for resource 23 with intensity 5	130	END	1612215078091	1612215085014
REQUEST	175		localhost:8083 Redirect 1	1612215084032	1612215085041	OK	 
USER	Client 7 attacks server 3 at address localhost:8083 looking for resource 12 with intensity 1	175	END	1612215078092	1612215085041
REQUEST	218		localhost:8081 Redirect 1	1612215084031	1612215085054	OK	 
USER	Client 4 attacks server 1 at address localhost:8081 looking for resource 22 with intensity 5	218	END	1612215078094	1612215085055
REQUEST	15		localhost:8084 Redirect 1	1612215084031	1612215085062	OK	 
REQUEST	102		localhost:8083 Redirect 2	1612215084055	1612215085063	OK	 
USER	Client 6 attacks server 3 at address localhost:8083 looking for resource 24 with intensity 3	102	END	1612215078089	1612215085063
REQUEST	103		localhost:8083 Redirect 1	1612215084032	1612215085063	OK	 
REQUEST	155		localhost:8081 Redirect 2	1612215084097	1612215085104	OK	 
USER	Client 3 attacks server 1 at address localhost:8081 looking for resource 23 with intensity 5	155	END	1612215078092	1612215085104
REQUEST	187		localhost:8081 Redirect 2	1612215084133	1612215085144	OK	 
REQUEST	6		localhost:8083 Redirect 2	1612215084132	1612215085144	OK	 
USER	Client 4 attacks server 1 at address localhost:8081 looking for resource 23 with intensity 5	187	END	1612215078093	1612215085144
USER	Client 7 attacks server 3 at address localhost:8083 looking for resource 23 with intensity 5	6	END	1612215078042	1612215085144
REQUEST	234		localhost:8080 Redirect 1	1612215084160	1612215085168	OK	 
REQUEST	66		localhost:8080 Redirect 2	1612215084164	1612215085175	OK	 
USER	Client 0 attacks server 0 at address localhost:8080 looking for resource 24 with intensity 3	66	END	1612215078088	1612215085175
