RUN	Model10U25	model10u25	1612208635955	 	3.3.1
USER	Client 6 attacks server 3 at address localhost:8083 looking for resource 6 with intensity 2	37	START	1612208636872	1612208636872
USER	Client 0 attacks server 0 at address localhost:8080 looking for resource 5 with intensity 2	3	START	1612208636863	1612208636863
USER	Client 7 attacks server 3 at address localhost:8083 looking for resource 9 with intensity 2	5	START	1612208636863	1612208636863
USER	Client 6 attacks server 3 at address localhost:8083 looking for resource 7 with intensity 2	2	START	1612208636863	1612208636863
USER	Client 1 attacks server 0 at address localhost:8080 looking for resource 5 with intensity 2	32	START	1612208636870	1612208636870
USER	Client 9 attacks server 4 at address localhost:8084 looking for resource 6 with intensity 2	11	START	1612208636865	1612208636865
USER	Client 9 attacks server 4 at address localhost:8084 looking for resource 8 with intensity 2	41	START	1612208636874	1612208636874
USER	Client 9 attacks server 4 at address localhost:8084 looking for resource 6 with intensity 2	10	START	1612208636865	1612208636865
USER	Client 3 attacks server 1 at address localhost:8081 looking for resource 6 with intensity 2	52	START	1612208636907	1612208636907
USER	Client 8 attacks server 4 at address localhost:8084 looking for resource 0 with intensity 3	14	START	1612208636866	1612208636866
USER	Client 4 attacks server 1 at address localhost:8081 looking for resource 5 with intensity 2	55	START	1612208636907	1612208636907
USER	Client 4 attacks server 1 at address localhost:8081 looking for resource 5 with intensity 2	54	START	1612208636907	1612208636907
USER	Client 5 attacks server 2 at address localhost:8082 looking for resource 0 with intensity 3	9	START	1612208636865	1612208636865
USER	Client 0 attacks server 0 at address localhost:8080 looking for resource 7 with intensity 2	56	START	1612208636908	1612208636908
USER	Client 0 attacks server 0 at address localhost:8080 looking for resource 7 with intensity 2	57	START	1612208636908	1612208636908
USER	Client 2 attacks server 1 at address localhost:8081 looking for resource 4 with intensity 3	58	START	1612208636908	1612208636908
USER	Client 2 attacks server 1 at address localhost:8081 looking for resource 4 with intensity 3	59	START	1612208636908	1612208636908
USER	Client 4 attacks server 1 at address localhost:8081 looking for resource 6 with intensity 2	48	START	1612208636882	1612208636882
USER	Client 2 attacks server 1 at address localhost:8081 looking for resource 4 with intensity 3	60	START	1612208636908	1612208636908
USER	Client 1 attacks server 0 at address localhost:8080 looking for resource 9 with intensity 2	61	START	1612208636908	1612208636908
USER	Client 1 attacks server 0 at address localhost:8080 looking for resource 9 with intensity 2	62	START	1612208636908	1612208636908
USER	Client 3 attacks server 1 at address localhost:8081 looking for resource 3 with intensity 3	63	START	1612208636908	1612208636908
USER	Client 3 attacks server 1 at address localhost:8081 looking for resource 3 with intensity 3	64	START	1612208636908	1612208636908
USER	Client 7 attacks server 3 at address localhost:8083 looking for resource 3 with intensity 3	30	START	1612208636870	1612208636870
USER	Client 3 attacks server 1 at address localhost:8081 looking for resource 3 with intensity 3	65	START	1612208636908	1612208636908
USER	Client 1 attacks server 0 at address localhost:8080 looking for resource 7 with intensity 2	66	START	1612208636909	1612208636909
USER	Client 9 attacks server 4 at address localhost:8084 looking for resource 8 with intensity 2	40	START	1612208636873	1612208636873
USER	Client 3 attacks server 1 at address localhost:8081 looking for resource 0 with intensity 3	68	START	1612208636909	1612208636909
USER	Client 1 attacks server 0 at address localhost:8080 looking for resource 7 with intensity 2	67	START	1612208636909	1612208636909
USER	Client 3 attacks server 1 at address localhost:8081 looking for resource 0 with intensity 3	69	START	1612208636909	1612208636909
USER	Client 4 attacks server 1 at address localhost:8081 looking for resource 6 with intensity 2	49	START	1612208636907	1612208636907
USER	Client 3 attacks server 1 at address localhost:8081 looking for resource 0 with intensity 3	70	START	1612208636909	1612208636909
USER	Client 6 attacks server 3 at address localhost:8083 looking for resource 1 with intensity 3	33	START	1612208636871	1612208636871
USER	Client 1 attacks server 0 at address localhost:8080 looking for resource 1 with intensity 3	71	START	1612208636909	1612208636909
